INT	INT	STRING	INT
195	153006	魂元·厚体	802
196	153007	魂元·厚体	1327
197	153008	魂元·厚体	2042
198	153009	魂元·厚体	2972
199	154001	魂元·气定	17
200	154002	魂元·气定	27
201	154003	魂元·气定	82
202	154004	魂元·气定	212
203	154005	魂元·气定	442
204	154006	魂元·气定	802
205	154007	魂元·气定	1327
206	154008	魂元·气定	2042
207	154009	魂元·气定	2972
208	155001	魂元·迅捷	17
209	155002	魂元·迅捷	27
210	155003	魂元·迅捷	82
211	155004	魂元·迅捷	212
212	155005	魂元·迅捷	442
213	155006	魂元·迅捷	802
214	155007	魂元·迅捷	1327
215	155008	魂元·迅捷	2042
216	155009	魂元·迅捷	2972
217	156001	魂元·血涌丹田	17
218	156002	魂元·血涌丹田	27
219	156003	魂元·血涌丹田	82
220	156004	魂元·血涌丹田	212
221	156005	魂元·血涌丹田	442
222	156006	魂元·血涌丹田	802
223	156007	魂元·血涌丹田	1327
224	156008	魂元·血涌丹田	2042
225	156009	魂元·血涌丹田	2972
226	157001	魂元·气贯神庭	17
227	157002	魂元·气贯神庭	27
228	157003	魂元·气贯神庭	82
229	157004	魂元·气贯神庭	212
230	157005	魂元·气贯神庭	442
231	157006	魂元·气贯神庭	802
232	157007	魂元·气贯神庭	1327
233	157008	魂元·气贯神庭	2042
234	157009	魂元·气贯神庭	2972
235	158001	魂元·内劲绵绵	17
236	158002	魂元·内劲绵绵	27
237	158003	魂元·内劲绵绵	82
238	158004	魂元·内劲绵绵	212
239	158005	魂元·内劲绵绵	442
240	158006	魂元·内劲绵绵	802
241	158007	魂元·内劲绵绵	1327
242	158008	魂元·内劲绵绵	2042
243	158009	魂元·内劲绵绵	2972
244	159001	魂元·外功罡猛	17
245	159002	魂元·外功罡猛	27
246	159003	魂元·外功罡猛	82
247	159004	魂元·外功罡猛	212
248	159005	魂元·外功罡猛	442
249	159006	魂元·外功罡猛	802
250	159007	魂元·外功罡猛	1327
251	159008	魂元·外功罡猛	2042
252	159009	魂元·外功罡猛	2972
253	160001	魂元·千转柔筋	17
254	160002	魂元·千转柔筋	27
255	160003	魂元·千转柔筋	82
256	160004	魂元·千转柔筋	212
257	160005	魂元·千转柔筋	442
258	160006	魂元·千转柔筋	802
259	160007	魂元·千转柔筋	1327
260	160008	魂元·千转柔筋	2042
261	160009	魂元·千转柔筋	2972
262	161001	魂元·百炼铁骨	17
263	161002	魂元·百炼铁骨	27
264	161003	魂元·百炼铁骨	82
265	161004	魂元·百炼铁骨	212
266	161005	魂元·百炼铁骨	442
267	161006	魂元·百炼铁骨	802
268	161007	魂元·百炼铁骨	1327
269	161008	魂元·百炼铁骨	2042
270	161009	魂元·百炼铁骨	2972
271	162001	魂元·百步穿杨	17
272	162002	魂元·百步穿杨	27
273	162003	魂元·百步穿杨	82
274	162004	魂元·百步穿杨	212
275	162005	魂元·百步穿杨	442
276	162006	魂元·百步穿杨	802
277	162007	魂元·百步穿杨	1327
278	162008	魂元·百步穿杨	2042
279	162009	魂元·百步穿杨	2972
280	163001	魂元·滑不沾衣	17
281	163002	魂元·滑不沾衣	27
282	163003	魂元·滑不沾衣	82
283	163004	魂元·滑不沾衣	212
284	163005	魂元·滑不沾衣	442
285	163006	魂元·滑不沾衣	802
286	163007	魂元·滑不沾衣	1327
287	163008	魂元·滑不沾衣	2042
288	163009	魂元·滑不沾衣	2972
289	164001	魂元·暴猛如焰	17
290	164002	魂元·暴猛如焰	27
291	164003	魂元·暴猛如焰	82
292	164004	魂元·暴猛如焰	212
293	164005	魂元·暴猛如焰	442
294	164006	魂元·暴猛如焰	802
295	164007	魂元·暴猛如焰	1327
296	164008	魂元·暴猛如焰	2042
297	164009	魂元·暴猛如焰	2972
298	165001	魂元·坚韧如岳	17
299	165002	魂元·坚韧如岳	27
300	165003	魂元·坚韧如岳	82
301	165004	魂元·坚韧如岳	212
302	165005	魂元·坚韧如岳	442
303	165006	魂元·坚韧如岳	802
304	165007	魂元·坚韧如岳	1327
305	165008	魂元·坚韧如岳	2042
306	165009	魂元·坚韧如岳	2972
307	166001	魂元·沉冰	17
308	166002	魂元·沉冰	27
309	166003	魂元·沉冰	82
310	166004	魂元·沉冰	212
311	166005	魂元·沉冰	442
312	166006	魂元·沉冰	802
313	166007	魂元·沉冰	1327
314	166008	魂元·沉冰	2042
315	166009	魂元·沉冰	2972
316	167001	魂元·炽火	17
317	167002	魂元·炽火	27
318	167003	魂元·炽火	82
319	167004	魂元·炽火	212
320	167005	魂元·炽火	442
321	167006	魂元·炽火	802
322	167007	魂元·炽火	1327
323	167008	魂元·炽火	2042
324	167009	魂元·炽火	2972
325	168001	魂元·印玄	17
326	168002	魂元·印玄	27
327	168003	魂元·印玄	82
328	168004	魂元·印玄	212
329	168005	魂元·印玄	442
330	168006	魂元·印玄	802
331	168007	魂元·印玄	1327
332	168008	魂元·印玄	2042
333	168009	魂元·印玄	2972
334	169001	魂元·蛊毒	17
335	169002	魂元·蛊毒	27
336	169003	魂元·蛊毒	82
337	169004	魂元·蛊毒	212
338	169005	魂元·蛊毒	442
339	169006	魂元·蛊毒	802
340	169007	魂元·蛊毒	1327
341	169008	魂元·蛊毒	2042
342	169009	魂元·蛊毒	2972
343	201001	真元·勇力	56
344	201002	真元·勇力	86
345	201003	真元·勇力	236
346	201004	真元·勇力	626
347	201005	真元·勇力	1416
348	201006	真元·勇力	2786
349	201007	真元·勇力	4941
350	201008	真元·勇力	8111
351	201009	真元·勇力	12546
352	202001	真元·灵慧	56
353	202002	真元·灵慧	86
354	202003	真元·灵慧	236
355	202004	真元·灵慧	626
356	202005	真元·灵慧	1416
357	202006	真元·灵慧	2786
358	202007	真元·灵慧	4941
359	202008	真元·灵慧	8111
360	202009	真元·灵慧	12546
361	203001	真元·厚体	56
362	203002	真元·厚体	86
363	203003	真元·厚体	236
364	203004	真元·厚体	626
365	203005	真元·厚体	1416
366	203006	真元·厚体	2786
367	203007	真元·厚体	4941
368	203008	真元·厚体	8111
369	203009	真元·厚体	12546
370	204001	真元·气定	56
371	204002	真元·气定	86
372	204003	真元·气定	236
373	204004	真元·气定	626
374	204005	真元·气定	1416
375	204006	真元·气定	2786
376	204007	真元·气定	4941
377	204008	真元·气定	8111
378	204009	真元·气定	12546
379	205001	真元·迅捷	56
380	205002	真元·迅捷	86
381	205003	真元·迅捷	236
382	205004	真元·迅捷	626
383	205005	真元·迅捷	1416
384	205006	真元·迅捷	2786
385	205007	真元·迅捷	4941
386	205008	真元·迅捷	8111
387	205009	真元·迅捷	12546
388	206001	真元·血涌丹田	56
389	206002	真元·血涌丹田	86
390	206003	真元·血涌丹田	236
391	206004	真元·血涌丹田	626
392	206005	真元·血涌丹田	1416
393	206006	真元·血涌丹田	2786
394	206007	真元·血涌丹田	4941
395	206008	真元·血涌丹田	8111
396	206009	真元·血涌丹田	12546
397	207001	真元·气贯神庭	56
398	207002	真元·气贯神庭	86
399	207003	真元·气贯神庭	236
400	207004	真元·气贯神庭	626
401	207005	真元·气贯神庭	1416
402	207006	真元·气贯神庭	2786
403	207007	真元·气贯神庭	4941
404	207008	真元·气贯神庭	8111
405	207009	真元·气贯神庭	12546
406	208001	真元·内劲绵绵	56
407	208002	真元·内劲绵绵	86
408	208003	真元·内劲绵绵	236
409	208004	真元·内劲绵绵	626
410	208005	真元·内劲绵绵	1416
411	208006	真元·内劲绵绵	2786
412	208007	真元·内劲绵绵	4941
413	208008	真元·内劲绵绵	8111
414	208009	真元·内劲绵绵	12546
415	209001	真元·外功罡猛	56
416	209002	真元·外功罡猛	86
417	209003	真元·外功罡猛	236
418	209004	真元·外功罡猛	626
419	209005	真元·外功罡猛	1416
420	209006	真元·外功罡猛	2786
421	209007	真元·外功罡猛	4941
422	209008	真元·外功罡猛	8111
423	209009	真元·外功罡猛	12546
424	210001	真元·千转柔筋	56
425	210002	真元·千转柔筋	86
426	210003	真元·千转柔筋	236
427	210004	真元·千转柔筋	626
428	210005	真元·千转柔筋	1416
429	210006	真元·千转柔筋	2786
430	210007	真元·千转柔筋	4941
431	210008	真元·千转柔筋	8111
432	210009	真元·千转柔筋	12546
433	211001	真元·百炼铁骨	56
434	211002	真元·百炼铁骨	86
435	211003	真元·百炼铁骨	236
436	211004	真元·百炼铁骨	626
437	211005	真元·百炼铁骨	1416
438	211006	真元·百炼铁骨	2786
439	211007	真元·百炼铁骨	4941
440	211008	真元·百炼铁骨	8111
441	211009	真元·百炼铁骨	12546
442	212001	真元·百步穿杨	56
443	212002	真元·百步穿杨	86
444	212003	真元·百步穿杨	236
445	212004	真元·百步穿杨	626
446	212005	真元·百步穿杨	1416
447	212006	真元·百步穿杨	2786
448	212007	真元·百步穿杨	4941
449	212008	真元·百步穿杨	8111
450	212009	真元·百步穿杨	12546
451	213001	真元·滑不沾衣	56
452	213002	真元·滑不沾衣	86
453	213003	真元·滑不沾衣	236
454	213004	真元·滑不沾衣	626
455	213005	真元·滑不沾衣	1416
456	213006	真元·滑不沾衣	2786
457	213007	真元·滑不沾衣	4941
458	213008	真元·滑不沾衣	8111
459	213009	真元·滑不沾衣	12546
460	214001	真元·暴猛如焰	56
461	214002	真元·暴猛如焰	86
462	214003	真元·暴猛如焰	236
463	214004	真元·暴猛如焰	626
464	214005	真元·暴猛如焰	1416
465	214006	真元·暴猛如焰	2786
466	214007	真元·暴猛如焰	4941
467	214008	真元·暴猛如焰	8111
468	214009	真元·暴猛如焰	12546
469	215001	真元·坚韧如岳	56
470	215002	真元·坚韧如岳	86
471	215003	真元·坚韧如岳	236
472	215004	真元·坚韧如岳	626
473	215005	真元·坚韧如岳	1416
474	215006	真元·坚韧如岳	2786
475	215007	真元·坚韧如岳	4941
476	215008	真元·坚韧如岳	8111
477	215009	真元·坚韧如岳	12546
478	216001	真元·沉冰	56
479	216002	真元·沉冰	86
480	216003	真元·沉冰	236
481	216004	真元·沉冰	626
482	216005	真元·沉冰	1416
483	216006	真元·沉冰	2786
484	216007	真元·沉冰	4941
485	216008	真元·沉冰	8111
486	216009	真元·沉冰	12546
487	217001	真元·炽火	56
488	217002	真元·炽火	86
489	217003	真元·炽火	236
490	217004	真元·炽火	626
491	217005	真元·炽火	1416
492	217006	真元·炽火	2786
493	217007	真元·炽火	4941
494	217008	真元·炽火	8111
495	217009	真元·炽火	12546
496	218001	真元·印玄	56
497	218002	真元·印玄	86
498	218003	真元·印玄	236
499	218004	真元·印玄	626
500	218005	真元·印玄	1416
501	218006	真元·印玄	2786
502	218007	真元·印玄	4941
503	218008	真元·印玄	8111
504	218009	真元·印玄	12546
505	219001	真元·蛊毒	56
506	219002	真元·蛊毒	86
507	219003	真元·蛊毒	236
508	219004	真元·蛊毒	626
509	219005	真元·蛊毒	1416
510	219006	真元·蛊毒	2786
511	219007	真元·蛊毒	4941
512	219008	真元·蛊毒	8111
513	219009	真元·蛊毒	12546
514	251001	魂元·勇力	56
515	251002	魂元·勇力	86
516	251003	魂元·勇力	236
517	251004	魂元·勇力	626
518	251005	魂元·勇力	1416
519	251006	魂元·勇力	2786
520	251007	魂元·勇力	4941
521	251008	魂元·勇力	8111
522	251009	魂元·勇力	12546
523	252001	魂元·灵慧	56
524	252002	魂元·灵慧	86
525	252003	魂元·灵慧	236
526	252004	魂元·灵慧	626
527	252005	魂元·灵慧	1416
528	252006	魂元·灵慧	2786
529	252007	魂元·灵慧	4941
530	252008	魂元·灵慧	8111
531	252009	魂元·灵慧	12546
532	253001	魂元·厚体	56
533	253002	魂元·厚体	86
534	253003	魂元·厚体	236
535	253004	魂元·厚体	626
536	253005	魂元·厚体	1416
537	253006	魂元·厚体	2786
538	253007	魂元·厚体	4941
539	253008	魂元·厚体	8111
540	253009	魂元·厚体	12546
541	254001	魂元·气定	56
542	254002	魂元·气定	86
543	254003	魂元·气定	236
544	254004	魂元·气定	626
545	254005	魂元·气定	1416
546	254006	魂元·气定	2786
547	254007	魂元·气定	4941
548	254008	魂元·气定	8111
549	254009	魂元·气定	12546
550	255001	魂元·迅捷	56
551	255002	魂元·迅捷	86
552	255003	魂元·迅捷	236
553	255004	魂元·迅捷	626
554	255005	魂元·迅捷	1416
555	255006	魂元·迅捷	2786
556	255007	魂元·迅捷	4941
557	255008	魂元·迅捷	8111
558	255009	魂元·迅捷	12546
559	256001	魂元·血涌丹田	56
560	256002	魂元·血涌丹田	86
561	256003	魂元·血涌丹田	236
562	256004	魂元·血涌丹田	626
563	256005	魂元·血涌丹田	1416
564	256006	魂元·血涌丹田	2786
565	256007	魂元·血涌丹田	4941
566	256008	魂元·血涌丹田	8111
567	256009	魂元·血涌丹田	12546
568	257001	魂元·气贯神庭	56
569	257002	魂元·气贯神庭	86
570	257003	魂元·气贯神庭	236
571	257004	魂元·气贯神庭	626
572	257005	魂元·气贯神庭	1416
573	257006	魂元·气贯神庭	2786
574	257007	魂元·气贯神庭	4941
575	257008	魂元·气贯神庭	8111
576	257009	魂元·气贯神庭	12546
577	258001	魂元·内劲绵绵	56
578	258002	魂元·内劲绵绵	86
579	258003	魂元·内劲绵绵	236
580	258004	魂元·内劲绵绵	626
581	258005	魂元·内劲绵绵	1416
582	258006	魂元·内劲绵绵	2786
583	258007	魂元·内劲绵绵	4941
584	258008	魂元·内劲绵绵	8111
585	258009	魂元·内劲绵绵	12546
586	259001	魂元·外功罡猛	56
587	259002	魂元·外功罡猛	86
588	259003	魂元·外功罡猛	236
589	259004	魂元·外功罡猛	626
590	259005	魂元·外功罡猛	1416
591	259006	魂元·外功罡猛	2786
592	259007	魂元·外功罡猛	4941
593	259008	魂元·外功罡猛	8111
594	259009	魂元·外功罡猛	12546
595	260001	魂元·千转柔筋	56
596	260002	魂元·千转柔筋	86
597	260003	魂元·千转柔筋	236
598	260004	魂元·千转柔筋	626
599	260005	魂元·千转柔筋	1416
600	260006	魂元·千转柔筋	2786
601	260007	魂元·千转柔筋	4941
602	260008	魂元·千转柔筋	8111
603	260009	魂元·千转柔筋	12546
604	261001	魂元·百炼铁骨	56
605	261002	魂元·百炼铁骨	86
606	261003	魂元·百炼铁骨	236
607	261004	魂元·百炼铁骨	626
608	261005	魂元·百炼铁骨	1416
609	261006	魂元·百炼铁骨	2786
610	261007	魂元·百炼铁骨	4941
611	261008	魂元·百炼铁骨	8111
612	261009	魂元·百炼铁骨	12546
613	262001	魂元·百步穿杨	56
614	262002	魂元·百步穿杨	86
615	262003	魂元·百步穿杨	236
616	262004	魂元·百步穿杨	626
617	262005	魂元·百步穿杨	1416
618	262006	魂元·百步穿杨	2786
619	262007	魂元·百步穿杨	4941
620	262008	魂元·百步穿杨	8111
621	262009	魂元·百步穿杨	12546
622	263001	魂元·滑不沾衣	56
623	263002	魂元·滑不沾衣	86
624	263003	魂元·滑不沾衣	236
625	263004	魂元·滑不沾衣	626
626	263005	魂元·滑不沾衣	1416
627	263006	魂元·滑不沾衣	2786
628	263007	魂元·滑不沾衣	4941
629	263008	魂元·滑不沾衣	8111
630	263009	魂元·滑不沾衣	12546
631	264001	魂元·暴猛如焰	56
632	264002	魂元·暴猛如焰	86
633	264003	魂元·暴猛如焰	236
634	264004	魂元·暴猛如焰	626
635	264005	魂元·暴猛如焰	1416
636	264006	魂元·暴猛如焰	2786
637	264007	魂元·暴猛如焰	4941
638	264008	魂元·暴猛如焰	8111
639	264009	魂元·暴猛如焰	12546
640	265001	魂元·坚韧如岳	56
641	265002	魂元·坚韧如岳	86
642	265003	魂元·坚韧如岳	236
643	265004	魂元·坚韧如岳	626
644	265005	魂元·坚韧如岳	1416
645	265006	魂元·坚韧如岳	2786
646	265007	魂元·坚韧如岳	4941
647	265008	魂元·坚韧如岳	8111
648	265009	魂元·坚韧如岳	12546
649	266001	魂元·沉冰	56
650	266002	魂元·沉冰	86
651	266003	魂元·沉冰	236
652	266004	魂元·沉冰	626
653	266005	魂元·沉冰	1416
654	266006	魂元·沉冰	2786
655	266007	魂元·沉冰	4941
656	266008	魂元·沉冰	8111
657	266009	魂元·沉冰	12546
658	267001	魂元·炽火	56
659	267002	魂元·炽火	86
660	267003	魂元·炽火	236
661	267004	魂元·炽火	626
662	267005	魂元·炽火	1416
663	267006	魂元·炽火	2786
664	267007	魂元·炽火	4941
665	267008	魂元·炽火	8111
666	267009	魂元·炽火	12546
667	268001	魂元·印玄	56
668	268002	魂元·印玄	86
669	268003	魂元·印玄	236
670	268004	魂元·印玄	626
671	268005	魂元·印玄	1416
672	268006	魂元·印玄	2786
673	268007	魂元·印玄	4941
674	268008	魂元·印玄	8111
675	268009	魂元·印玄	12546
676	269001	魂元·蛊毒	56
677	269002	魂元·蛊毒	86
678	269003	魂元·蛊毒	236
679	269004	魂元·蛊毒	626
680	269005	魂元·蛊毒	1416
681	269006	魂元·蛊毒	2786
682	269007	魂元·蛊毒	4941
683	269008	魂元·蛊毒	8111
684	269009	魂元·蛊毒	12546
685	301001	真元·勇力	453
686	301002	真元·勇力	493
687	301003	真元·勇力	793
688	301004	真元·勇力	1873
689	301005	真元·勇力	4608
690	301006	真元·勇力	10313
691	301007	真元·勇力	20773
692	301008	真元·勇力	38313
693	301009	真元·勇力	65828
694	302001	真元·灵慧	453
695	302002	真元·灵慧	493
696	302003	真元·灵慧	793
697	302004	真元·灵慧	1873
698	302005	真元·灵慧	4608
699	302006	真元·灵慧	10313
700	302007	真元·灵慧	20773
701	302008	真元·灵慧	38313
702	302009	真元·灵慧	65828
703	303001	真元·厚体	453
704	303002	真元·厚体	493
705	303003	真元·厚体	793
706	303004	真元·厚体	1873
707	303005	真元·厚体	4608
708	303006	真元·厚体	10313
709	303007	真元·厚体	20773
710	303008	真元·厚体	38313
711	303009	真元·厚体	65828
712	304001	真元·气定	453
713	304002	真元·气定	493
714	304003	真元·气定	793
715	304004	真元·气定	1873
716	304005	真元·气定	4608
717	304006	真元·气定	10313
718	304007	真元·气定	20773
719	304008	真元·气定	38313
720	304009	真元·气定	65828
721	305001	真元·迅捷	453
722	305002	真元·迅捷	493
723	305003	真元·迅捷	793
724	305004	真元·迅捷	1873
725	305005	真元·迅捷	4608
726	305006	真元·迅捷	10313
727	305007	真元·迅捷	20773
728	305008	真元·迅捷	38313
729	305009	真元·迅捷	65828
730	306001	真元·血涌丹田	453
731	306002	真元·血涌丹田	493
732	306003	真元·血涌丹田	793
733	306004	真元·血涌丹田	1873
734	306005	真元·血涌丹田	4608
735	306006	真元·血涌丹田	10313
736	306007	真元·血涌丹田	20773
737	306008	真元·血涌丹田	38313
738	306009	真元·血涌丹田	65828
739	307001	真元·气贯神庭	453
740	307002	真元·气贯神庭	493
741	307003	真元·气贯神庭	793
742	307004	真元·气贯神庭	1873
743	307005	真元·气贯神庭	4608
744	307006	真元·气贯神庭	10313
745	307007	真元·气贯神庭	20773
746	307008	真元·气贯神庭	38313
747	307009	真元·气贯神庭	65828
748	308001	真元·内劲绵绵	453
749	308002	真元·内劲绵绵	493
750	308003	真元·内劲绵绵	793
751	308004	真元·内劲绵绵	1873
752	308005	真元·内劲绵绵	4608
753	308006	真元·内劲绵绵	10313
754	308007	真元·内劲绵绵	20773
755	308008	真元·内劲绵绵	38313
756	308009	真元·内劲绵绵	65828
757	309001	真元·外功罡猛	453
758	309002	真元·外功罡猛	493
759	309003	真元·外功罡猛	793
760	309004	真元·外功罡猛	1873
761	309005	真元·外功罡猛	4608
762	309006	真元·外功罡猛	10313
763	309007	真元·外功罡猛	20773
764	309008	真元·外功罡猛	38313
765	309009	真元·外功罡猛	65828
766	310001	真元·千转柔筋	453
767	310002	真元·千转柔筋	493
768	310003	真元·千转柔筋	793
769	310004	真元·千转柔筋	1873
770	310005	真元·千转柔筋	4608
771	310006	真元·千转柔筋	10313
772	310007	真元·千转柔筋	20773
773	310008	真元·千转柔筋	38313
774	310009	真元·千转柔筋	65828
775	311001	真元·百炼铁骨	453
776	311002	真元·百炼铁骨	493
777	311003	真元·百炼铁骨	793
778	311004	真元·百炼铁骨	1873
779	311005	真元·百炼铁骨	4608
780	311006	真元·百炼铁骨	10313
781	311007	真元·百炼铁骨	20773
782	311008	真元·百炼铁骨	38313
783	311009	真元·百炼铁骨	65828
784	312001	真元·百步穿杨	453
785	312002	真元·百步穿杨	493
786	312003	真元·百步穿杨	793
787	312004	真元·百步穿杨	1873
788	312005	真元·百步穿杨	4608
789	312006	真元·百步穿杨	10313
790	312007	真元·百步穿杨	20773
791	312008	真元·百步穿杨	38313
792	312009	真元·百步穿杨	65828
793	313001	真元·滑不沾衣	453
794	313002	真元·滑不沾衣	493
795	313003	真元·滑不沾衣	793
796	313004	真元·滑不沾衣	1873
797	313005	真元·滑不沾衣	4608
798	313006	真元·滑不沾衣	10313
799	313007	真元·滑不沾衣	20773
800	313008	真元·滑不沾衣	38313
801	313009	真元·滑不沾衣	65828
802	314001	真元·暴猛如焰	453
803	314002	真元·暴猛如焰	493
804	314003	真元·暴猛如焰	793
805	314004	真元·暴猛如焰	1873
806	314005	真元·暴猛如焰	4608
807	314006	真元·暴猛如焰	10313
808	314007	真元·暴猛如焰	20773
809	314008	真元·暴猛如焰	38313
810	314009	真元·暴猛如焰	65828
811	315001	真元·坚韧如岳	453
812	315002	真元·坚韧如岳	493
813	315003	真元·坚韧如岳	793
814	315004	真元·坚韧如岳	1873
815	315005	真元·坚韧如岳	4608
816	315006	真元·坚韧如岳	10313
817	315007	真元·坚韧如岳	20773
818	315008	真元·坚韧如岳	38313
819	315009	真元·坚韧如岳	65828
820	316001	真元·沉冰	453
